content,score
يفى بالغرض,1
La livraison null elle reste une semaine ou deux. Bon continuation,1
Résultats de recherche parfois sans aucun rapport avec lénoncé de la recherche,2
"Bourré de pub récalcitrante, impossible de lutiliser",0
Augmentation de frais internet seulement pour le forfait le plus vendu,0
خدمة العملة زبالة من اخر مقلب سوق دوت كوم احسن منة بكثير,0
service rapide,1
C la 1ere fois,0
Elle ne veut pas s installer,1
سلام عليكم: المنتوجات جيدة يبقى مشكل وحيد هو التوصيل غالي والدفع على كل منتج لوحده.,0
الطتبيق جميل,2
مكاين لا بلاك فريداي لا والوامكاين غير بلاك كدوب على الناس.عيب عار هدشي,0
Je ne sort plus grâce à jumia Très satisfaite. Merci,2
ررررؤؤؤؤؤعة,2
il ne fonctionne pas ,2
التزام بالمواعيد ونفس المنتج في الاعلان,2
Vos produit ne sont pas de qualité durable mais le prix est bon.,0
V. Good,2
entouka pour jumia le meilleur société de vente ligne de la sous région que je nai jamais vu sont deux je vous conseil de les teste ils sont fiables,2
Forfait internet 25Gb pour 30dt  ,0
انتو بتنزلوا خصومات وتعوضوها في رفع سعر الشحن انا مش هتعامل مع حضراتكم ,1
ف ظ ٣٣ظ,0
Les problèmes de tri persistent même après la MAJ de lapplication,1
كذابين وسراقين مكان لا بلاك فرايداي لا منتوجات اوريجينال,0
Lappli est bien jai jamais utilisé lappli mais bon déjà à la première utilisation jai un soucis jarrive pas à valider mes commandes...  A chaque fois on maffiche vos produits dans le panier ont été changé  jy comprend queue Dale Poufffff sa me met les nerfs en boule..,1
سئ جدا انا كل ما انزل الابليكيشن يختفي من الفون ويقولي تثبيت,0
Coon,2
Pas mal pour la fin dannée,1
Bonne application avec des bas pris.,2
parfait merci beaucoup JUMIA,1
les frais de livraison pour ma part doivent différer selon les articles,1
La livraison gratuite nest pas vraiment gratuite,1
Je suis désolé,0
Chaque début du mois lors du chargement du forfait lapplication bug il faut désinstaller et réinstaller,1
Application trés pratique est facile a utilisé. Bonne continuation.,2
mise à jours très retard,1
Très pratique pour un achat en ligne,1
تمااااام جدا,2
dont open,0
J aime bien l apli mes deouis quelque jour l apli ne repond plus,1
أرخص مشغل في تونس لا تربحكم,0
Bon,2
vive l operateur national,2
RAmzi jbali,2
مصاريف الشحن مغالى فيها بشكل كبير فما فائدة ان المنتج ضمن قائمة الشحن المجانى فى حين فى مواقع اخرى عندما يتعدى قيمة المنتج 250 جنيه يتم احتساب قيمة الشحن 10جنيهات فقط ايا كان مكان التوصيل وبدون حد اقصى,1
Salam. Je veux donner 5 étoiles mais après re-developper la partie recherche. Si je mets par exemple TV box il me donne nimporte quoi. Moi je parle la recherche sur lappli. mais ça reste impec.,1
Marche très bien,2
Sofia ennassi,1
Je la trouve cool,1
ريزو ضعيف جدا,0
"Depuis quon a retiré laccès au Cameroun, cest devenu nul",0
Bachelier,2
Très bonne application simple et facile à utilisé. Merci,2
chkran,2
c la 1 er fois que j utulise jumia et c la 1er comande que j ai fait j atend la livraison,2
Good dioop,1
نجمة و برشا فيك,0
Bonne mais avec trop de pubs,1
ثثثث2ىبببثلثىثبثلبلثى22للل2ىلبببىثثص2لبثببثثبىصثب3ى 2ى22ثصىبلبثبىثب2ى22ىثىثثىىببثثلىثبقىىبثثثةىقىىبثةبىثثىببىىبب2بثلثب3ىببثقبثبثبةثثثثلثةىلقثىثثبثببثببىثىثلبلبىب2ةثىثببلبب2ى22ل2ثببث2ث ص22صىب2ىب2ث2ةثبصلث22ثبىببة3ث2ثثىصىصثصىىبىةلثىىثص2ىببث12ثببببثبىبيىثثيثبثبب2ثبثصببىبصبق2صىص2صبثث2ىببصثرثىبىيصبب2ى2ثصثصث2ىىرىربىث2ىلب2ثصب22ىةلثىثةى2ثىىثثث22ىثىث2ىةبىثةبثىلبىثثثىثبىبثلىةثبث2بىثىىبببصب2بثثىيبثىبثثىصثىبص2ىىصب2ىبثبى2ث22ثصلبببثببلبثىىثببثبىثث2ىثىث22ىللى بببىىثىث2ىبب2ثىثىب2ي2ىصىةثصبثىبب22ىبةثثثىبىث2ةثىىثثب,0
Psssssss ,1
روعة تطبيق,2
Nmout 3ala tayara,2
Cest OK,2
Jai rien compris de la nouvelle mise a jour,0
تسكت وحدها,0
Pleins de bugs et ne fonctionne pas ... cest une bonne idée pour faire de la pub pour la marque mais cest dommage quelle ne sert à rien puisquelle bug tout le temps ..,0
عندي مشكله كنت طالب كاميرا با5550ونا اطلب 3 وعد عليه اسبوع ولن تاتي لحد الان واطريت اني اشتريه من موقع تاني ووصلتلي في 3 ايام وشكرآ,2
Une application est très rapide et bien,2
Tayara ya3tikoul essaha,2
Plutôt pas mal,1
Je veux un extrait de mon compte,0
رجاء الاتصال بى هاتفيا مرة اخرى,2
لا يعمل,0
شكرا على اهتمامكم نتمنى المزيد من النجاح,2
رأيى انه هناك من الشباب من لايريدون النجاح لهذه الشركة لكم اخترت منتجات كثيرة والى الان لم تصل مش عارفين تنتقو الناس اللى بتمثلكم فضوها بقى بلا شركة جوميا للتسوبق,1
أكثر حاجا خايب فيكم تكذبوا عالناس في تدوير العجلا ديما تراج أسور مبرمجينها أطومطيك,0
Dark mode,0
Je ne peux pas desinstaller l app,0
"bonjour je voulais savoir si vous faites des échanges,j,ai 1 j4 presque neuve j voudrais 1 j4.",0
Jaimerais que jumia se rapproche de ses clients en livrant ds plusieurs villes.,1
Cest très bon mais mode de paiement à la livraison ne marche plus ses sa mon problème,1
Tés bonne application,1
a mettre a jour,1
جالي ايفون 7 هديه منكم وبقلي ادخل علي الرابط واكتب رقم تليفونك مش عارف كل مدخل يكتبلي تعزر تحميل الصفحه وشكرا,0
حلوي,1
طلة. رطدبصظط,1
تطببق جميل,2
Bonne application Très pratique pour faire de bonnes affaires.,2
jadore ,2
Vous mavez donné un coupon JumiaApp comme notification mais quand jutilise il me dit que le code est invalable,0
rapide et facile,2
Cest grave de faire une mise à jour sans la tester ni faire les correctifs ,0
كوكو,2
Bonne application mais service pas au niveau surtout la livraison à domicile,1
ممتازة زجاجه كلها كويسه بتوفر ان انزل والتسوق من خلالها احسن وافضل وممكن تردي الحاجه خلال ١٤ يوم,2
"خيرت 15 منتج وكملة الاجرآت كي وصلة باش نخير لقية ورقلة مكانش هههههه جيميا 
ربي يعاون .",0
cest génial jadore jumia,2
telef jumia,1
Vous avez augmenté vos frais de livraison.,1
tres bonne application et tres pratique,2
واو يجنن,2
je voudrais savoir pourquoi cette application nest plus disponible au Cameroun  Avant cétait le contraire,0
سلعة مضمونة,1
Jattends ma livraison,1
بالتوفيق ومزيد من التقدم والازدهار,2
شركة جوميا شركة ممتازة جدا تستحق جدارة فى أسواق,2
Beaucoup des problèmes  médiocre,0
Haw bil 3arbi. Application 0 yezikom bla iste4ba2 el 3bad e5ir mise à jour fi 2019. 4riba wlh. Haya kil 3ada répondeur automatique wila copie coller. Application mta3na jawha behya. Misalich osref 3al qualité mta3 service mafeha besss,0
Application nulle je peut pas acceder ou faire inscription,0
Les produits de jumia  sont bien mais le problème est que les frais de livraison sont trop élevés,1
Lo3ba kel 5raaaa,0
Bien,2
Les factures ne s affiche pas pour les suivre,0
5sara tayara wallet matsob annonce ken bel flous. ya 7asra kif konna n7ottou des annonces blech. chkou ya3ref appli kif tayara ynawarna..,0
كويس بس سرعه التوصيل مطلوبه,1
Applicatuon obsolète et qui.na jamais fonctionner. Cest une honte de ne pas savoir développé une application bancaire en 2020.,0
mauvaise application pub faut ,0
لعبة حظ jeux de roue jeu de merde نفس نتيجة ديما خاسر  علاش مفماش مصداقية بنسبة ليا نخلص كل شهر تتقصلي 20.000 من شهرية عامل اشتراك مدة عامين باش نبدل اوريدو خاطر برسمي نرفزتني,0
Lapplication se désinstalle toute seule. Est ce possible  Ça fait plusieurs fois que je la réinstalle.,1
هذا أفضل برنامج للشراء من على الإنترنت من حيث الجودة وا التغليف وا التوصيل و من حيث التوصيل المنتج يصلك لغاية باب المنزل و التغليف ماشاء الله على التغليف كان صعب فتحه وهذا يدل على العناية بالمنتج وا الجوده جيدة جدا فانا ادي للجوده ١٠ من ١٠ نجوم ,2
Belle experience,0
Bien wow,2
من اجمل واروع تطبيقات التسوق,2
ااتطبيق جيد نقص العربيه والاسعار مبالغ فيها,1
Ya kelb,0
Dommage ils prennent pas les carte visa mastercard,1
Refusant la livraison à tataouine pourquoi ,2
MAHAMADOUa,2
"je viens dacheter un torche flash light rechargeable et après que jai ouvrir la boîte  jai trouvé deux pièces manquantes / câble USB  batterie, merci beaucoup pour votre réponse,",0
Ta pas envie dacheter mais lappli va tobliger,2
للاسف البضاعه بسوق ستوك اشتريت ساعه لمس لبستها 4 مرات الجلده بتعتها تقطعت عشان بلاستك قاسي وتصلت ومافي فيده لا انصح بشراء منه,0
Artrom,1
Les sac à dos ne sont pas beaux,0
il faut juste mettre à jour les localités proposées pour être plus pret du client. Aussi on devrait pourvoir modifier les deails de notre profil comme ladresse Mail,1
اتمنا تضيفون الغة العربية الى بلاد الجزائر لانو هناك اشخاص لا يفهمو الغة الفرنسية,2
هههههعع,2
Je suis très déçu faite moi comprendre pourquoi aujourdhui jai résolu le puzzle jai chercher pendant 3h le cadeau mais je ne le trouve pas ne me dite pas quil ont prit parce que licone du cadeau est toujours allumé cela veut dire quil est dispo  Ccest une arnaque ou quoi ,0
روووووووووووووووووووعة,2
التطبيق ليه مش بيفتح بيقوللي زحمة,1
tout simplement super...,2
تارؤبانخزوةا,1
Faut toujours rafraîchir et parfois même rafraîchir ne fait pas apparaître la page,1
محلاها.  Jux وااله. تحفونه.,2
Les détails des produits napparaissent pas en recherche comme sur google.j,1
Jumia nous rend service et nous facilite les tache,1
Passable Ça va,2
مثالي وممتع في التسوق شكرا لمصممي البرنامج,2
مزعجه بعض الشيى بسبب طلبات غريبه عند الدفع,0
"franchement cest une très bonne application, mais je me suis rendu compte que les prix sont beaucoup plus élevé que dans les magasins ou boutique, le pot de Nutella par exemple, sur jumia cest 8,000 sans frais de livraison pourtant aux supermarché cest 3,000.",1
Superbe bn continuation,2
Jaime cet entreprise moins cher profitable a tous.,2
مممممنعرف,0
Lapplication bug beaucoup et ne souvre pas pendant plusieurs jours.. Faut résoudre ce problème.,1
"Application médiocre , jamais vu une Application pour un opérateur si nulle et on ne parle pas ici de la qualité du réseau et larnaque au niveau de facturation .",0
sa me permets dévité le déplacement inutile,2
هو كفكرة حلوة وبتسهل على الناس اللى معندهاش وقت للنزول والتسوق بس لما اشوف صورة منتج غير لما أشوف واقلبو فى ايدى حاجة تانية ودى هيا المشكلة ...لان المنتج  اللى اشتاريتو اقل ما يقال خامة رديئة والسعر كتير عليها بعد ما شوفتو حذاء أما المنتج التانى عبارة عن سبيرتو وليس برفان وشكلوا تقليد adidas وشكرا,1
C vrai jai commandé plein de choses mais le jour que jai reçu une poêle cassé ils mont pas remboursé cest des grands tricheurs.,0
انة احلي تتبيق للتسوق والخصومات مذهلة,1
شاكلها كده كانت 100 واحده وراحت لصاحب نصيبها ههه,1
Assez conviviale et facile dutilisation.,2
محتاج رقم خدمه العملاء,1
٢1,0
غيا لد,1
شركه غير جيد للتعامل لان موظفين الشركه غير موهلين ولايوجد قسم للشكاوي ومافيش خدمه عملاء للتواصل معاهم كذب ف كذب,0
90009ح,1
إنتوما كذابين voys etes des monteurs,0
المنتجات اللي باخدها كويسه بس مشكلتي ف الشحن لما اطلب كذا قطعه كل قطعه بمصاريف شحن وكانت ب15بقت ب17وساعات بتزيد جدا ع القطعه الواحده ومش بفهم ليه ,1
merci orange,2
Votre option de paiement par carte ne fonctionne pas. A revoir.,0
معاملة جيدة سابقا,1
100/100جميا دائما معاك,2
très pratique A ajouter d autres fonctionnalités,2
Application rudimentaire et qui ne fonctionne pas bien,0
Bonne application mais beaucoup de bug sur mon galaxy mega 5.8,0
Negative foodback 1,0
رائعون ولكن اريد تفعيل الشراء عند الاستلام,2
للاسف مخادعون ونصابون ولا يوفون بما عليكم خصوصا في مسالة الضمان على الهواتف. لانهم يرمون بالزبون الى متاهة الاتصال بالشركة وتحمل كل التكاليف من تنقل واصلاح وووو. ينفضون ايديهم من الزبون بعد انقضاء اسبوع من شراء المنتوج. انا شخصيا نصبوا علي في جهازين وانكروا اصلا وجود الضمان وسحبوا المنتج من القائمة. ,0
Assez bon dans lensemble.,1
produits arrivent et dautres non,1
Jumia le meilleur site dachat en ligne au Maroc ma commande est arrivée en 2 jours seulement même si je suis à Taza Merci. Je vous le recommande :,2
Travaille bien déterminé,2
"Application dyal llah y7sen la3wan, toujours y a un problème au niveau de laccès même si le débit de cnx au bon état ms le problème principale au niveau de lApp N.B : 2020",0
"Bonne initiative de la part de la poste Tunisienne , mais il vous manque pleins de collaborations avec dautres administrations comme la CNSS et les banques . Et la libération de largent par les guichets en cas de besoins .",1
Back 25g with 20dinar,0
Quest ce que veux dire coupon moi je ne comprend rien aider moi,1
cest vraiment super de se faire livrer quand on le veut. même si souvent certains objets sont endommagés a la reception. mais en tout cas merci Jumia. #Jumia_ivorycoast,2
tout les produits sont en bonne qualité,2
RAS. Vous êtes tout simplement formidables,2
Manque la MAJ instantanée des opérations,1
Black friday c du arnaque,0
très bonne application je veut lacheter mais jarrive pas à le faire,1
Je pense quavec des vidéos pour présenter les produits sera très bon.,1
كيف ارجع تطبيق با الغة العربية,1
Après la dernière mise à jour ca bug trop il ne marche pas de tout. Svp y remédier,0
exemple de parfaite application qui nécessite plus de rectification au niveau du panneau de configuration,0
Bon service.,2
رائع و مفيد جدا,2
Tele plasma 32,0
Lapplication ne fonctionne plus elle est très lente,1
Lapplication nest pas fonctionnelle sur Evertrendy4G de Evertek.,0
Manque de plusieurs des choses,1
un peu déçu,0
زباله اووي,0
Bad application just lie and lie,0
Ça coince lors du démarrage,1
"Je dois avoir un numero mobile TT pour pouvoir créer un compte  Mais si jen ai pas , et je veux payer mes factures pour une ligne fixe   Cest une perte du temps",0
Application et connexion merdiques,0
كلب,0
شركة نصابة بإمتياز لماذا الكذب على اناس بعروض تخفيضات كاذبة,0
"Application très lourde à démarrer, visuel très moyen, à revoir",0
"Bjr. Côté panier, on est obligé de tout acheté en un bloc. Ce qui nest pas toujours ce q le client veut des gois on met dans le panier oour revenir acheter ultérieurement. Vous devez ameliorer cela: que sur par exemple 10 produits mis dzns le panier, que le client puisse sacheter en selectionnant uniquement ce quil veut acheter à linstant. Les autres ultérieurement. Merci",1
Positif,1
Il est tres important et utile pour moi et tres fiable .,1
Le service de livraison très lente,1
Bravo a vous,2
Jaime le jjeu,2
Jai des problèmes de connexion depuis que jai fait mise à jour les images prennent du temps avant de safficher ou même parfois rien ne saffiche pas résolvez ce problème SVP,0
Nsabin okadabin,2
"Une application fiable , merci intigo , bonne continuation هضكهو",2
678 p,2
إشترية هاتف ولاكن بورقة ضمان فارغة مع أنه مكتوب ضمان لمدة سنة فكيف يمكني إصلاحه ,1
Zaboura tenj7,2
japprécie lévolution de lappli. beaucoup de choses ce sont améliorées. la navigation est plus simple et fluide.,2
Jumia est bon mais souvent vous vendez des produits dont la description nest vrai. Jai acheté un téléphone Calus dont dans la description la mémoire interne est 64Go pourtant cest faux ça vaut même pas 1Go. En plus jai fait un retour darticle mais le responsable de lagence a grand-bassam ma très mal reçu et il ma fait retourné avec le téléphone.,1
Mercie jumia vraimen grace a vous la chairte de la vie prend du recule et le momde reprent le sourie,1
Mais monsieur moi je voulais une baffe JBL chui aller sur votre site et jai vue du nimporte quoi pourtant sur Amazon on ma montrer loriginale SVP donner votre numero wattsap pour que je vous envoyerais les photos de bonne qualite de de que je veux,0
Zoooo,2
تطبيق غير منضم عشواءى ام عندما تبحث عن منتوج موجود عندهم لا يعطيك نفس المنتوج بل يعطيك خليط عشواءي يوجد المنتوج الدي تبحث عنه ضمنه فما وجود ادور البحث لو حدفث كان احسن مادم لا تعطي نتاءج ههههههههههه,1
Pour le moment jsuis satisfait Très simple dutilisation et efficace,2
روعة ,1
c nuuuuuulllllllllllllllllll,0
افضل تطبيق رووووووووووووووووووعاااااااااااه,2
"Facile à utiliser, bonne présentation des catégories et des produits. Mais je ne peux pas vous contacter ni trouver des informations de contact via lapplication. Merci de corriger cela",1
"Jaime Jumia vente en ligne, pratique et simple...",1
لان احيانا أطلب الطلب بس مش نفس الطلب,1
cest une bonne application,2
Cest une application simple et plus tôt fiable pas besoin de faire beaucoup de recherches pour trouver le produit voulu,2
Il veux expirè cette application,0
livraison rapide...,1
Le pire est vendu.. et mauvais traitement lors du retour des marchandises,0
Wallabiley les sarazins fon de bon jeu sur telephone je felicite larabe qua fai ce jeu et comme dise les touaregs shaba shalom,2
Jumia no français language ,1
Bravo super,2
Seul hic. Cest quon doit entrer son loggin et mot de passe après chaque mise à jour,1
لو سمحت تطبيق مفهوش أي حاجه عدله تشتري أي قرف دي وكمان بالالفات وشكله معفن غير توصيل,2
كثير التحديث ولايوجد تحديث,0
شكرالكم,2
برنامج نصب في نصب,0
Jai pu installer lappli met je ne peux pas y accéder vraiment chelou,0
les frais sont tres élevé.,0
Je nai jamais au grand jamais eu de bon de réduction. Et pourtant je fais beaucoup sinon quasiment tous mes achats sur Jumia. Dieu vous vois,1
ماشاءالله ربنا يزيدكم انتم شركة محترمة,2
Bon choping,2
Bonjour comment ça va moi jai un maste2,0
انه جيد جدا ارجو الرد,2
Jaime junia,2
"Pas mal,bon service,mais il nya pas moyen de connaitre les frais de envoi de article,il faut forcement finalisé achat dabor..cest bisarre solution svp.en attente de reponse aussi",1
Super mais jattends ma commande dabord,1
Difficultés à ouvrir un compte. Jai rempli toutes les cases et tjr rien. Sinon ca serait génial si ca marche,1
Fostan ,0
wini 10000% points bonus mte3 liflous lisabinehom char lifet dima tikdhbou ozid application 3al 7it nejma wa7da oyeser fikom mezeltou 3aychin fi 3am 90 a5ta 3ad serga wita7ayol,0
"Walahi hayla,mantoujatha kima ou dorigine",2
نطالب بإضافة اللغة العربية,0
0 étoile parce que na pas des offre gratuite,0
Probleme de lencement de lapplication apres la dernière maj,0
Bonne application qui joue son rôle,2
Ça ira,1
اوحش حاجه في ان الحاجه بتجى مغلفه والمندوب وبيقول افتح الطلب بعد ما امشى من هنا يرجى انا يوجد ميزت يمكنك من تجربه الطلب وارجاع ما لا يعمل مع المندوب,1
Les produits sont pour le moment bon,1
"Sil vous plaît mettez à jour votre application, une fois que vous avez mis des articles dans votre panier tu ne peux plus les retirer",1
Prix de livraison cher,1
Depuis 2 ou 3 jours ne marche plus elle se plainte ,0
طمالل,0
جيد و في تقدم.,1
Application nulle ne fonctionne pas,0
TT vous remercie et vous informe que votre reclamation est enregistree le 24/04/2020 11:39:25 sous la reference 1-NN8GVN7. jai versé 30 dt à un N abonnée indiqué dans la réclamation qui nest pas arrivé jusquà aujourdhui... je pense que jai le droit de savoir.. ,0
إن هو رإع,2
Jadore vrement c sûre fiable,2
"cette application est une honte, je ne peux pas accéder à mon offre et mes services ",0
I love this idea,1
"jumia c,est super",2
Jai été satisfait.,2
Arnaque total,0
ممتاز في انتظار تفعيل بقية الخاصيات,2
إستغلال,0
Trop de choses que je ne comprend pas,1
"Je fais de la géolocalisation pour la proximité et des résultats erronée De 
plus pourquoi il propose des villes dans les filtres si ya Rien et lApp ne 
le gère pas",0
Mettre des bon de réductions a la disposition des client faisant des achats importants,2
Super jumia merci,2
Lapplication est pratique,1
جميل جدا و شكرا,2
Je sur tro dessus de jumia.,1
السحب بالفيزا مش مضمون,1
zebbaaala...,0
Meilleure présentation. Merci,2
"Bonjour,  Jai bien aimé cette application  je reçois mes commandes à la date confirmée par le service, je suis satisfaite du livreur. Bonne continuation et jespère que JUMIA sera bientôt à MARRAKECH. Merci.",1
Jaimerais vs contacter mais je ny parviens vraiment pas pas svp répondez moi,1
"Pas mal, à améliorer",1
الاسعار خراااااا,0
Bon marché...,2
Publicite mensongere,0
dans lensemble cest bien mais jai un problème quand je finalise mes achats on me demande in code de quel code sagit il svp sinon 9/10,0
Ne fonctionne plus dps la dernière mise a jour ,0
لو سمحتم عندي ساعة بقالي شهرين والمفروض يستعملها استرجاع ارجو النظر في الطلب,2
Pas de confiance,0
"Null. Rien nest proposé pour ma zone. En plus des plantages et crash en 
continue. Je reste avec jumia food c largement mieux.",0
cest bien mais on livre pas a attecoubé,1
رائع جدا سهل لنا الكتير,2
Quand j essaye douvrir lapplication rien ne se passe,1
Très facile dutilisation.,2
RAS pour le moment,1
Trop de publicités mensongères,0
لو فقط تحضرون إلى الجزائر و تبيعون بالدينار  مثل نينتاندو سوتش أو الساعة الذكية أو كل شيئ عندكم,2
موقع ممتاز وخدمه عملاء ممتازه,2
lah i 3lkom chfara,0
Le meilleur pour les achats en lignes,1
Nul Nul Nul Lies ,0
 ba9a majarabtaxi wlkn kidayr had tasaw9 dyalo awin,0
Très belle application. Cest la liberté dexpression et de choix.Cool,2
أنتظر تحديث لهذا التطبيق لا أستطيع تسجيل الدخول مرة أخرى,0
براء,2
اااااااا,2
Jespère que les informations et mise à jour des détails des articles à vendre seront plus amples,2
100% wow ,2
"Vous devrez être en mesure de pardonner ou même de faire revenir ceux qui ont commis des erreurs. Par exemple ceux qui ne peuvent plus payer à la livraison leur sanctions est trop , ils ont été trop puni comme ça. Revoyez ça svp...sinon le service est cool",1
Lol super je vous la conseil,2
جيدة لاكن تستهلك الكثير من الانترنات بالنسبة للمتصلين بالهاتف,1
appli tres cool,2
Service aisé,2
Lapplication ne marche pas.. Problème de connection.. Veuillez bien vérifier votre application avant de faire une publicité. Merci,0
je fait mes achats maintenemt en ligne sur jumia,1
"Franchement, la version loula 5ir men hedhi par exemple pour la recherche des voitures konte nal9a les marques w m3ahom les models mta3 kol karhba, fel version hedhi ma nal9ach el model, vraiment cette version t7eb revision 3la kol chay",0
Beau app,2
سهوله في الاختيار,2
merci pour votre attencion,2
Cette fois ci jespère que ce sera typiquement mon article qui sera livrée sous il ya un peu de trompe loeil,1
Service fiable et moins chers. Jaime bien,2
C tres bien pour le début continuer .. les commentaire eli isebou fihom hedoukom abed mti9ra min tounes jboura tafiwhom w kamlou ekhdmou ala rwehkom khater vraiment haja tfarah ki tchouf haja haka .. merci,2
Exelente  allah yjazikom,2
اسف جدا شي تعبان,0
googde,2
Manque agence Hammam-Lif et lexportation des données,1
Cette application est très utile,2
عندي 3 أيام انهبط في إعلان بيع سيارة و لم تتم العملية مع العلم خلصت 0.9 د معلوم الإعلان و مع ذالك لم اقدر عن تنزيل إعلان,0
maaaaasta,0
تطبيق رائع لكنت إستعملته لو كان يدعم منطقة سكني وهي الجزائر ولاية النعامة أرجو إضافتها بأسرع وقت لاني بحاجة لتطبيقكم ,0
أريد الشجاع المتقد,0
"Il faudrait peut-être revoir à la baisse les frais de livraison aux différents points relais, vu que le client sy rend à ses frais. Merci",1
ventes flash nous ne sommes pas des moutons ,0
"Je me demande pourquoi je peux lutiliser que sur réseau 3 ou4 G pas sur 
Wifi parce quelle consomme le forfait en utilisant le 4G svp essayer 
laméliorer au prochain mis ajour...",1
جميل وشيق ومريح وموفر للوقت والجهد,2
c la sans plus. mm si ca deconne parfois,1
ليه بتذودو الاسعار كدا مكانش سعرها كدا خالص دايما بنجيب من جوميا عشان اسعار مقارنه بالشركات التانيه بس الاسعار ذودتوها جدا ومصاريف الشحن حرام بجد يعني بردو اطلب كذا اوردر كل حاجه ليها شحن لوحدها حرام يعني كيس مكرونه ب ٤جنيه يتحسب ب ٢٨ عشان الشحن ليه حرام يعني مش كدا خلو الطلب كلو بسعر شحن موحد ليه الاستغلال دا بجد,1
Fechla,0
تحت التجربه اول استخدام,1
Les frais de livraison sont excessifs,0
Avant jutilisais beaucoup jumia mais jai été déçu à lissu de lachat des écouteurs sans files que jai envoyé et recommander et ce que jai reçu étais encore plus defaillant jusqu à trois reprises et à chaque Envoi tu paies le transport donc depuis lors jai peur de commander,1
لصيف,2
لحد الان ممتازة ولكن تقييم النهائى عند استلام المنتج بجودة عاليه,2
Manque de produits choix limites,2
Jaime bien,1
"Super appli, mais mettrez les téléphones oneplus daprès ce que jai vu ils sont vraiment intéressant merci",2
لماذا لم يعد هناك دفع نقدى عند الاستلام انا لم اعد اطلب من التطبيق بسبب هذا هذا ارجو انا تعيدو الدفع النقدى عند الاستلام و خدمات التوصيل غاليه جدا مش زى سوق كوم او نون,0
خدمة ممتاز التوصيل قبل الميعاد وخدمة ما بعد البيع ممتازة,2
Bien,1
Cest simplement pratique pas de tralala,2
برنامج جميل جدا فيه كل حاجه اي حد محتاجها و البرنامج محترم i love you jumia,2
"Application nulle, je narrive pas à louvrir ni consulter mes comptes. Je suis très déçu",0
شركة تنصب على الناس والدليل على ذلك الاثمنة الباهضة واحتكار الاسواق بالبلدان النامية..,0
Mauvaise affaire a ne pas acheter. Le filetage ne marche pas il se déclenche tout le temps,0
Excellente ,2
Très rapide et efficace,2
Ces prope,0
Aussitôt installé.....Aussitôt désinstallé. On vous bombarde de pubs avec des prix alléchants et au final une grosse arnaque. A éviter autant que possible.,0
شكرا لكم أريد معرفة لمنتوجكم الكامرات تعمل في الضيعات بالبطارية وبدون ويفي التسوق بالجملة وشكرا تذكير,2
موقع شراء جيد,2
Très bon mais frais de livraison trop cher,1
Pas moment quant tu clique sur un article et tu ressort on ne voir plus les images,1
Excellente montre,2
فاشل,0
سعر الجمرك. المفروض يكون. مرفق بسعر المنتج لكن مش معقول بعد اختيار المنتج القي السعر الكلي اكتر من الضعف,2
45 ش 7,2
oreedoo methaylin pro,0
جميل انا اول مرة اتعامل معاكم طلبت لاب توب بمواصفات معينه واتمني تكونوا عند حسن ظني الاب سعره مش رخيص سعره غالي  واتمني تكون مواصفاته نفس المواصفات المعلن عنها داخل العرض  وفي حالة. وصول المنتج اتاكد ازاي انها نفس المواصفات اللي انا طلبتها,1
جيد لكن مصاريف الشحن كتير و لما باختار 2 أو أكتر من المنتج ليه التكلفة بتزيد ,1
Pour quoi pas les 48 wilaya,1
Moi se que je reproche à juma cest que souvent les articles quil poste quand tu les achètes sa na rien avoir avec se que tu as attendait,1
Un peu de retard dans les opérations,1
Cest une application adorable,1
فيه حجات مبالغ في سعرها,1
كذابين خداعين,0
sil vous plait est ce que vous avez un service de mobile tv gratuit,1
Je jamais étais déçu de service même si la livraison de temps en temps en retard,2
لسه مجربتش بس كنت حابه اشتري مكنه خياطه من اسبوعين بس لما المبلغ جهز لقيتها غليت 750جنيه مره واحده بصراحه جالي احباط,1
٤٤٢٣٣٣٣٣٣٣٣٣3٠٠فرنسية 0٣٣٣والله ٣٣3٣٢٢٢2٢٢٢٢كيلوبايت شبكة قطرات الندى العائلية من وإلى إقليم العيون برلين ستعمل من أجل التوصل إلىذ0,1
Wow je suis trés ebloui,2
قمت الاهمال في حق الزبون عند استرجاع السلعه وقمت الاهتمام وقت الطلب نصابين,0
بصراحه موقع ممتاز جدا و ناس شيك و ذوق جدا في تعاملاتهم ,2
Je ne donne jamais mon numéro de la carte didentité à des inconnus,0
شضط,0
Vous êtes vraiment nulll,0
قيد التجربة,2
Tres bonne application avec des services en ligne rapides et efficaces,2
حلواااااااااااااااا,1
Tres belle initiative,2
Nuuul,0
Fausses publication,0
"Bonjour comment pourrais-je me connecter avec un compte Facebook, mais pas celui Don je lutilise mtn",1
اتمنا ان تتوفر طريقة لشحن جواهر برصيد الشريحة,2
"Très bonne application,elle me permet de faire des achats en ligne,facilement et simplement.",2
برجاء مراجعة منظومة مصاريف الشحن,1
catastrophique كارثة des monteurs,0
تعيو,0
Trop de bug.. Tarif assez chère pour les particuliers .. Retard de synchronisation .. Message derreur  login et mot de passe ,0
